Positions,Velocities,Inputs,Total_Costs,Terminal_Costs
2.356194490192345,6.488232607568302,71.81904359912305,70.29899666513124,2.188067357865748
3.0050177509491753,1.1711263593745536,-46.23434495849746,2.4306426661947036,0.38006821551446635
3.1221303868866306,0.16077135330552486,-8.767911531119344,0.3799862801890365,0.338187120037702
3.1382075222171832,0.021428983571641566,-1.2025109138318937,0.33762493624219575,0.3362756543310681
3.1403504205743475,0.0028335784095358855,-0.15274597627835998,0.3363346267910077,0.3360875360635198
3.1406337784153013,0.0003735436254261702,-0.012414045093776482,0.3362407454930593,0.3360638632788806
3.140671132777844,4.9177672545227565e-05,0.006162904491491605,0.33622971010031055,0.33606076626098513
3.1406760505450984,6.470394249247327e-06,0.008613045102782742,0.33622828076277794,0.33606035911936516
3.140676697584523,8.510827249389688e-07,0.008935681494109686,0.3362280931230019,0.3360603055718805
3.1406767826927955,1.1193255416403034e-07,0.008978135653553218,0.33622806844993197,0.33606029852951735
3.1406767938860507,1.4720241742633691e-08,0.008983720120334422,0.33622806520517157,0.33606029760337464
3.140676795358075,1.9358024294592515e-09,0.00898445459327793,0.3362280647784735,0.3360602974815947
3.1406767955516552,2.545671038333905e-10,0.008984551184765674,0.3362280647223522,0.336060297465572
3.1406767955771118,3.3477988203899425e-11,0.008984563887206191,0.33622806471496164,0.33606029746345456
3.1406767955804598,4.399452671740786e-12,0.008984565557583576,0.3362280647140266,0.336060297463213
3.1406767955809,5.787086576006933e-13,0.008984565777317738,0.3362280647138857,0.33606029746316324
3.1406767955809576,7.610483966115356e-14,0.008984565806181836,0.33622806471383826,0.3360602974631277
3.140676795580965,1.1514660752665051e-14,0.008984565809995626,0.3362280647138579,0.336060297463149
3.1406767955809665,-9.92912349562225e-16,0.008984565810442392,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2052804500978231e-15,0.008984565810552275,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554379,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,0.3362280647138577,0.336060297463149
3.1406767955809665,-1.2071778038996728e-15,0.008984565810554398,,
