Positions_q1,Positions_q2
2.356194490192345,2.376194490192345
2.357462818459493,2.393251490163162
2.3599904785684234,2.4073887174574784
2.363766777409867,2.4186293809506427
2.3687823152117216,2.4269932551127646
2.375031145964047,2.4324942734899904
2.3825121775496574,2.4351390424798773
2.3912298791301905,2.4349261905449855
2.4011943366046813,2.431846504535217
2.4124206587108956,2.425883855747501
2.424927697264532,2.417016969557711
2.437802705773225,2.4070889185585926
2.450037111770326,2.398133537096134
2.4616530478962875,2.3901244455781967
2.472673435375152,2.3830341225086578
2.483121432968133,2.3768346645915446
2.493019984284141,2.371498412708836
2.502391457066575,2.366998452009969
2.5112573643031224,2.363308999775441
2.519638155381527,2.3604056970768643
2.5275530653083935,2.3582658206352347
2.535020010706525,2.356868430383293
2.5420555224994223,2.3561944666391343
2.5486906217434857,2.3561944667148786
2.5552626815673842,2.3561944667534633
2.561777087951023,2.3561944667591175
2.5682391994778757,2.3561944667662442
2.57465435087756,2.3561944667743324
2.5810278565895244,2.3561944667835326
2.587365014413779,2.3561944667941206
2.59367110922994,2.356194466806379
2.5999514168106925,2.356194466766322
2.6062112076332813,2.3561944666550567
2.6122347407264273,2.356649951655419
2.617968892870243,2.357682125615535
2.6234244683805414,2.359279783642661
2.6286111073407787,2.3614333401837535
2.633537317649095,2.364134787915137
2.6382105048465907,2.367377660138794
2.642636998995529,2.371156997723816
2.6468220781098295,2.375469321321845
2.6507699878273328,2.380312609337529
2.654483957159333,2.385686281947555
2.657966210282461,2.3915911912910843
2.661217974416832,2.398029617880976
2.6642394839665804,2.4050052730950977
2.6670299811692026,2.412523307550887
2.669587713611903,2.420590325031073
2.6719099291071045,2.429214401461516
2.6739928685285843,2.4384051083482587
2.67583175743132,2.4481735397779145
2.6774207974618967,2.458532341897786
2.678753158849338,2.469495743437921
2.679820975593881,2.481079585440313
2.680615345377391,2.4933013478577744
2.6811263367049842,2.5061801700818482
2.6813430063686576,2.519736861729099
2.6812534309995293,2.5339938991627173
2.680844757245397,2.548975402249425
2.6801032759593917,2.564707084769985
2.6790145266774306,2.5812161707640153
2.6775634395376535,2.598531267973029
2.675734522554027,2.616682188583222
2.673512102656745,2.6356997068468933
2.6708806290123217,2.6556152430250135
2.667942852747407,2.676224682907674
2.666528323435394,2.6938719918787752
2.6666235190196246,2.708588388314957
2.668212242164074,2.7204061569598412
2.671270234667222,2.7293724914057758
2.673841628672697,2.7394041968923326
2.675925792061122,2.7505098929386724
2.678776058600527,2.760184762477639
2.6811313130256007,2.770959714631032
2.6849336104953525,2.778945811036049
2.68823297844947,2.7880571876475986
2.6910312314733797,2.7982994333127142
2.6946902771092733,2.806944262869783
2.6978440824053243,2.816740799829541
2.70241996548544,2.823819902919367
2.7064868988888025,2.8320697736738727
2.710048726541711,2.841493513407336
2.7150248073612233,2.848232733727556
2.7194940721860275,2.856162152919266
2.724152481954613,2.8638890641561514
2.728310258430736,2.872813761407437
2.7338774862117012,2.8790904010524048
