Positions_q1,Positions_q2
2.738945207912696,2.8865773669702977
2.743519310390954,2.8952754715599642
2.749504311597414,2.9013465103982803
2.7549986229349193,2.9086389830226174
2.7616002083394995,2.9139332425958324
2.7677195800650667,2.9204518971243485
2.773364420777184,2.928193491509882
2.7804368064820526,2.933323139632093
2.7870427311414123,2.939679190603348
2.7931906371036046,2.9472594268202257
2.8007834427536005,2.9522280928873026
2.807928329368865,2.958422080218496
2.815602073630891,2.963880927788225
2.822843918722939,2.970560266746931
2.8311729842695295,2.975404291294359
2.8390856129101607,2.981464033874862
2.8475100261782607,2.9868804965948312
2.8559899219014366,2.992589610732336
2.86475300228029,2.998147710007713
2.8737362357572183,3.0036978702546193
2.882951123085957,3.009233442191975
2.8923999414991175,3.0147668321773367
2.9020856100692995,3.0203096372742357
2.912011053671728,3.025873931302987
2.9221785998101124,3.0314734852016105
2.93258906866972,3.037125603911883
2.9432409433353937,3.042852799080957
2.9541311946666573,3.0486811295472402
2.965261732014085,3.0546272307340576
2.976659148216225,3.06065864421626
2.98841910545074,3.0666047104008354
3.000785272995453,3.071998239715232
3.012363387877453,3.0777506558609495
3.0233469739993155,3.08343796709691
3.033837107999263,3.0888799291586477
3.0438663360388833,3.094032501642806
3.053441914731895,3.09890139636714
3.062564996558237,3.10350370425789
3.071237374425122,3.1078543948740203
3.079462782829431,3.1119637059843317
3.0872463646139328,3.115838207960229
3.0945938600101996,3.119482428552037
3.101511018698979,3.1229000346964506
3.1080032882124966,3.126094463093792
3.1140756950413033,3.129069165776453
3.1197328277859206,3.131827651425459
3.124978862034801,3.134373442832891
3.129817595204977,3.136710013930735
3.134252477856985,3.138840733525757
3.1382866395150466,3.1407688195202152
3.1419229079754785,3.1424973056422685
3.145163822164609,3.1440290208104225
3.148011641305668,3.1453665754429863
3.1504683533623203,3.1465123488172813
3.152535692502347,3.147468457984599
3.1542151883113174,3.1482366627752567
3.1555082893176385,3.1488181217844926
3.1564166261137796,3.1492128688447987
3.156942475123509,3.1494188881060565
3.1570893825903914,3.1494308690745876
3.1568625554176566,3.149239429271981
3.156267761633118,3.148833320270306
3.1553057856291793,3.1482105269863614
3.1539568429032507,3.1474094517073232
3.1521466392020585,3.14657680385885
3.149920917621747,3.1458527178159006
3.1478019425962724,3.145022359991604
3.14597813363515,3.144153112287032
3.144497697176504,3.1433494942806757
3.143351222354295,3.1426782175245904
3.142504657290041,3.142162331069245
3.1419131724345615,3.1417951274345883
3.1415284315269205,3.1415546564061216
3.1413032852701948,3.1414138441593775
3.1411949752013713,3.1413462703690507
3.141167029535069,3.141328956678469
3.1411900319842214,3.141343363426252
3.1412415173035604,3.141375408078384
3.1413053120810783,3.1414150156401126
3.141370536466088,3.141455444537448
3.141430515346909,3.14149257719732
3.1414817278193374,3.141524252349982
3.1415228789411085,3.141549683715829
3.1415541327607652,3.1415689836540897
3.141576514573032,3.141582793581396
3.1415914710570956,3.1415920126769845
3.141600566550608,3.141597610834859
3.1416052895786297,3.1416005096706274
3.1416069437382834,3.141601515538597
3.141606599472999,3.141601290068849
3.141605086936838,3.141600346009232
3.1416030142083122,3.141599058663098
3.1416007990255377,3.1415976856276786
3.14159870567201,3.14159638967195
3.141596881502663,3.14159526135881
3.141595389833874,3.141594339395583
3.1415942375697274,3.1415936277144136
3.141593397079616,3.1415931089889284
3.141592822574102,3.141592754744481
3.141592461642492,3.14159253247544
3.141592262803693,3.141592410298137
3.1415921799551594,3.1415923596877717
3.1415921745419007,3.1415923568080495
3.141592216152792,3.141592382870945
3.141592282116289,3.1415924238801565
3.141592356532922,3.141592470028349
3.141592429060021,3.141592514942853
3.1415924936614,3.1415925549109565
3.1415925474530466,3.1415925881654645
3.141592589714565,3.141592614273366
3.141592621092748,3.141592633643669
3.1415926429951346,3.141592647152907
3.141592657154477,3.1415926558764022
3.1415926653366557,3.1415926609082105
3.1415926691621134,3.1415926632512075
3.1415926700122063,3.141592663759596
3.1415926689953295,3.141592663118289
3.1415926669521266,3.1415926618463756
3.141592664483686,3.1415926603147297
3.141592661990912,3.1415926587704615
3.141592659716916,3.141592657363199
3.141592657787257,3.14159265617
3.1415926562451215,3.141592655217112
3.14159265508017,3.1415926544978023
3.141592654250875,3.1415926539861574
3.1415926537008634,3.1415926536471668
3.1415926533701213,3.141592653443633
3.141592653202067,3.1415926533405285
3.1415926531474776,3.141592653307408
3.141592653166161,3.141592653319429
3.1415926532271117,3.1415926533574425
3.1415926533077467,3.1415926534075114
3.141592653392657,3.141592653460134
3.1415926534721854,3.141592653509364
3.1415926535410343,3.1415926535519465
3.141592653597022,3.1415926535865486
3.1415926536400414,3.141592653613117
3.1415926536712426,3.141592653632372
3.141592653692423,3.141592653645431
3.1415926537056005,3.141592653653545
3.1415926537127365,3.1415926536579284
3.141592653715575,3.141592653659661
3.1415926537155667,3.141592653659638
3.1415926537138485,3.1415926536585634
3.1415926537112644,3.141592653656957
3.141592653708402,3.141592653655182
3.14159265370564,3.141592653653472
3.1415926537031975,3.1415926536519607
3.141592653701175,3.1415926536507106
3.1415926536995946,3.1415926536497345
3.1415926536984276,3.141592653649014
3.141592653697618,3.141592653648515
3.1415926536970993,3.1415926536481953
3.141592653696804,3.141592653648013
3.14159265369667,3.1415926536479315
3.1415926536966454,3.1415926536479173
3.1415926536966894,3.141592653647945
3.14159265369677,3.141592653647995
3.1415926536968657,3.141592653648054
3.1415926536969607,3.141592653648113
3.141592653697047,3.1415926536481664
3.1415926536971197,3.1415926536482113
3.1415926536971774,3.141592653648247
3.141592653697221,3.1415926536482734
3.1415926536972516,3.1415926536482925
3.141592653697272,3.141592653648305
3.141592653697284,3.1415926536483125
3.14159265369729,3.141592653648316
3.1415926536972916,3.1415926536483174
3.1415926536972907,3.141592653648317
3.1415926536972885,3.1415926536483156
3.1415926536972854,3.1415926536483134
3.1415926536972822,3.141592653648311
3.141592653697279,3.1415926536483094
3.1415926536972765,3.1415926536483076
3.1415926536972743,3.1415926536483063
3.1415926536972725,3.1415926536483054
3.141592653697271,3.141592653648305
3.1415926536972703,3.1415926536483045
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
3.14159265369727,3.141592653648304
