position,velocity,cost
2.356194490192345,-10.0,1009.0451638259184
2.356194490192345,-9.833333333333334,999.1078869304987
2.356194490192345,-9.666666666666666,989.239280555838
2.356194490192345,-9.5,979.4393447019371
2.356194490192345,-9.333333333333334,969.7080793687952
2.356194490192345,-9.166666666666666,960.0454845564129
2.356194490192345,-9.0,950.4515602647904
2.356194490192345,-8.833333333333334,940.9263064939267
2.356194490192345,-8.666666666666666,931.4697232438228
2.356194490192345,-8.5,922.0818105144782
2.356194490192345,-8.333333333333334,912.7625683058934
2.356194490192345,-8.166666666666666,903.5119966180673
2.356194490192345,-8.0,894.330095451001
2.356194490192345,-7.833333333333334,885.2168648046943
2.356194490192345,-7.666666666666667,876.1723046791467
2.356194490192345,-7.5,867.1964150743589
2.356194490192345,-7.333333333333334,858.2891959903301
2.356194490192345,-7.166666666666667,849.450647427061
2.356194490192345,-7.0,840.6807693845511
2.356194490192345,-6.833333333333334,831.9795618628008
2.356194490192345,-6.666666666666667,823.3470248618103
2.356194490192345,-6.5,814.7831583815786
2.356194490192345,-6.333333333333334,806.2879624221064
2.356194490192345,-6.166666666666667,797.8614369833937
2.356194490192345,-6.0,789.5035820654408
2.356194490192345,-5.833333333333334,781.2143976682468
2.356194490192345,-5.666666666666667,772.9938837918122
2.356194490192345,-5.5,764.8420404361374
2.356194490192345,-5.333333333333334,756.7588676012216
2.356194490192345,-5.166666666666667,748.7443652870654
2.356194490192345,-5.0,740.7985334936685
2.356194490192345,-4.833333333333334,732.9213722210316
2.356194490192345,-4.666666666666667,725.1128814691534
2.356194490192345,-4.5,717.3730612380352
2.356194490192345,-4.333333333333334,709.7019115276762
2.356194490192345,-4.166666666666667,702.0994323380763
2.356194490192345,-4.0,694.5656236692358
2.356194490192345,-3.833333333333334,687.1004855211554
2.356194490192345,-3.666666666666667,679.704017893834
2.356194490192345,-3.5,672.376220787272
2.356194490192345,-3.333333333333334,665.1170942014695
2.356194490192345,-3.166666666666667,657.9266381364263
2.356194490192345,-3.0,650.8048525921423
2.356194490192345,-2.833333333333334,643.7517375686184
2.356194490192345,-2.666666666666667,636.7672930658534
2.356194490192345,-2.5,629.8515190838481
2.356194490192345,-2.333333333333334,623.0044156226021
2.356194490192345,-2.166666666666667,616.2259826821157
2.356194490192345,-2.0,609.5162202623885
2.356194490192345,-1.833333333333334,602.8751283634207
2.356194490192345,-1.6666666666666679,596.3027069852125
2.356194490192345,-1.5,589.7989561277633
2.356194490192345,-1.333333333333334,583.3638757910741
2.356194490192345,-1.1666666666666679,576.9974659751439
2.356194490192345,-1.0,570.699726679973
2.356194490192345,-0.8333333333333339,564.4706579055619
2.356194490192345,-0.6666666666666679,558.3102596519102
2.356194490192345,-0.5,552.2185319190176
2.356194490192345,-0.3333333333333339,546.1954747068845
2.356194490192345,-0.16666666666666785,540.2410880155112
2.356194490192345,0.0,534.3553718448968
2.356194490192345,0.16666666666666607,528.5383261950425
2.356194490192345,0.33333333333333215,522.7899510659472
2.356194490192345,0.5,517.1102464576113
2.356194490192345,0.6666666666666661,511.49921237003474
2.356194490192345,0.8333333333333321,505.95684880321784
2.356194490192345,1.0,500.48315575716
2.356194490192345,1.166666666666666,495.07813323186184
2.356194490192345,1.3333333333333321,489.74178122732314
2.356194490192345,1.5,484.47409974354383
2.356194490192345,1.666666666666666,479.2750887805237
2.356194490192345,1.8333333333333321,474.14474833826335
2.356194490192345,2.0,469.0830784167624
2.356194490192345,2.166666666666666,464.0900790160206
2.356194490192345,2.333333333333332,459.16575013603835
2.356194490192345,2.5,454.31009177681557
2.356194490192345,2.666666666666666,449.52310393835205
2.356194490192345,2.833333333333332,444.8047866206482
2.356194490192345,3.0,440.1551398237035
2.356194490192345,3.166666666666666,435.57416354751854
2.356194490192345,3.333333333333332,431.0618577920928
2.356194490192345,3.5,426.61822255742646
2.356194490192345,3.666666666666666,422.2432578435195
2.356194490192345,3.833333333333332,417.9369636503722
2.356194490192345,4.0,413.6993399779839
2.356194490192345,4.166666666666666,409.53038682635525
2.356194490192345,4.333333333333332,405.430104195486
2.356194490192345,4.5,401.3984920853763
2.356194490192345,4.666666666666666,397.4355504960259
2.356194490192345,4.833333333333332,393.5412794274351
2.356194490192345,5.0,389.71567887960333
2.356194490192345,5.166666666666666,385.9587488525313
2.356194490192345,5.333333333333332,382.27048934621854
2.356194490192345,5.5,378.6509003606653
2.356194490192345,5.666666666666666,375.09998189587145
2.356194490192345,5.833333333333332,371.61773395183735
