q1,v1,q2,v2,u1,u2,Total_Costs,Terminal_Costs
2.356194490192345,-2.3475017923081367e-06,2.376194490192345,1.9593703455120566,9.81000009772725,2.8735173244664507,4202.0410293498335,0.0
2.356194466717327,7.335480324994462e-09,2.395788193647465,1.9194910860010002,9.81000009755642,2.808914610009004,4147.703383850853,0.0
2.3561944667906816,1.7023163292676622e-07,2.414983104507475,1.880284108171097,9.810000096594978,2.7360209331668717,4095.999860052516,0.0
2.356194468492998,0.11461982212926018,2.433785945589186,1.6120242748389975,9.810000096588606,-8.866650486382108,4046.7714198397325,0.0
2.3573406667142907,0.16046072715823498,2.449906188337576,1.48132917561144,9.810000096582524,-2.120036396929984,3999.870632302688,0.0
2.358945273985873,0.28099158603979235,2.4647194800936907,1.2006187550140455,9.810000096576998,-9.809996515405631,3955.103301643478,0.0
2.3617551898462708,0.3215507589446572,2.476725667643831,1.080096506402279,9.810000097545117,-1.8660615699454952,3912.283870949264,0.0
2.364970697435717,0.24680118633727724,2.4875266327078536,1.1918107236681146,9.810000096563831,9.809997257141275,3871.2247142687634,0.0
2.36743870929909,0.3640501434007492,2.4994447399445345,0.9175809106779095,9.810000097541351,-9.809999439773984,3831.8115610288883,0.0
2.3710792107330976,0.44396736395044195,2.508620549051314,0.7180531006140666,9.810000096553356,-6.137769079515239,3794.0452383508605,0.0
2.375518884372602,0.3681226305324189,2.5158010800574546,0.8329808286054042,9.810000096547583,9.80999513448102,3757.7293989577006,0.0
2.379200110677926,0.4783919134416226,2.5241308883435085,0.5729301883288502,9.81000009654228,-9.321410103028235,3722.737652249061,0.0
2.3839840298123423,0.40249952643923326,2.529860190226797,0.6889996661597096,9.810000097532756,9.80999901337436,3689.085123529742,0.0
2.3880090250767347,0.5076258843791436,2.536750186888394,0.44006715464760576,9.810000096531592,-8.834970115011203,3656.6102419815534,0.0
2.3930852839205263,0.43195147133211426,2.5411508584348703,0.5568412214783247,9.810000096526412,9.809993794627529,3625.365685046523,0.0
2.3974047986338474,0.35669014595582876,2.5467192706496538,0.673676586810567,9.81000009652074,9.809997329557696,3595.196097675799,0.0
2.4009717000934057,0.47158141937320064,2.553456036517759,0.40679880865585744,9.810000096517761,-9.809998032529002,3566.1491668634994,0.0
2.4056875142871377,0.40054737613718905,2.5575240246043176,0.5161012888647153,9.81000009752399,9.38574844847889,3538.2497406074226,0.0
2.4096929880485094,0.36894899667127795,2.562685037492965,0.5464491963250138,9.810000097522273,5.3450298984850075,3511.3519196627267,0.0
2.413382478015222,0.48392031112941264,2.568149529456215,0.2808418903354588,9.810000096504611,-9.809998608597281,3485.447092013463,0.0
2.418221681126516,0.5024083284161033,2.5709579483595695,0.21067078073684664,9.810000097519149,0.16788745472093497,,
