Initial Position (q),Initial Velocity (v),Cost
2.356194490192345,0.0,0.0721750118348941
2.356194490192345,0.16666666666666607,0.06603842065686155
2.356194490192345,0.33333333333333215,0.06136449902853123
2.356194490192345,0.5,0.05772459093170674
2.356194490192345,0.6666666666666661,0.05512129872758906
2.356194490192345,0.8333333333333321,0.05355742861497973
2.356194490192345,1.0,0.05303569610313923
2.356194490192345,1.166666666666666,0.05355872565438219
2.356194490192345,1.3333333333333321,0.05512905034684533
2.356194490192345,1.5,0.057749111532299426
2.356194490192345,1.666666666666666,0.06142125849994521
2.356194490192345,1.8333333333333321,0.06614774814593466
2.356194490192345,2.0,0.0719307446473261
2.356194490192345,2.166666666666666,0.07877231914068812
2.356194490192345,2.333333333333332,0.08667444940535173
2.356194490192345,2.5,0.09563901985112257
2.356194490192345,2.666666666666666,0.10566781968963619
2.356194490192345,2.833333333333332,0.11676254569479609
2.356194490192345,3.0,0.12928380371192302
2.356194490192345,3.166666666666666,0.14377004756839545
2.356194490192345,3.333333333333332,0.16023282626244265
2.356194490192345,3.5,0.1786778445412034
2.356194490192345,3.666666666666666,0.19910996260792763
2.356194490192345,3.833333333333332,0.22154825671054634
2.356194490192345,4.0,0.24682800810356753
2.356194490192345,4.166666666666666,0.2754321245625824
2.356194490192345,4.333333333333332,0.30736315338341813
2.356194490192345,4.5,0.3428010111824452
2.356194490192345,4.666666666666666,0.38327588282287306
2.356194490192345,4.833333333333332,0.42911050557317
2.356194490192345,5.0,0.48209500209776324
2.356194490192345,5.166666666666666,0.5443016005961914
2.356194490192345,5.333333333333332,0.620410253104231
2.3692844595823024,0.0,0.0698954542664586
2.3692844595823024,0.16666666666666607,0.06393655829152883
2.3692844595823024,0.33333333333333215,0.059345365488994925
2.3692844595823024,0.5,0.055789445686297935
2.3692844595823024,0.6666666666666661,0.05327164849337028
2.3692844595823024,0.8333333333333321,0.0517947326836756
2.3692844595823024,1.0,0.051361366282093715
2.3692844595823024,1.166666666666666,0.05197412578164269
2.3692844595823024,1.3333333333333321,0.05363549634180656
2.3692844595823024,1.5,0.05634787005963291
2.3692844595823024,1.666666666666666,0.06011354785410566
2.3692844595823024,1.8333333333333321,0.06493473751019074
2.3692844595823024,2.0,0.07081355381412098
2.3692844595823024,2.166666666666666,0.07775201824666761
2.3692844595823024,2.333333333333332,0.08575205855064308
2.3692844595823024,2.5,0.09481550884829341
2.3692844595823024,2.666666666666666,0.10494410870340828
2.3692844595823024,2.833333333333332,0.11613997118503182
2.3692844595823024,3.0,0.12888205512029857
2.3692844595823024,3.166666666666666,0.1435967557298481
2.3692844595823024,3.333333333333332,0.16029030317845552
2.3692844595823024,3.5,0.17896811059920303
2.3692844595823024,3.666666666666666,0.1996347002196183
2.3692844595823024,3.833333333333332,0.22236468363128278
2.3692844595823024,4.0,0.24811609605481164
2.3692844595823024,4.166666666666666,0.2771938098118003
2.3692844595823024,4.333333333333332,0.3095990217781974
2.3692844595823024,4.5,0.34572509044509636
2.3692844595823024,4.666666666666666,0.3870816426384802
2.3692844595823024,4.833333333333332,0.4339102996435519
2.3692844595823024,5.0,0.48842706896787813
2.3692844595823024,5.166666666666666,0.552854980770076
2.3692844595823024,5.333333333333332,0.632638453031626
2.38237442897226,-0.16666666666666785,0.07527796579612367
2.38237442897226,0.0,0.06765185324709537
2.38237442897226,0.16666666666666607,0.061860759772873745
2.38237442897226,0.33333333333333215,0.05735309805480867
2.38237442897226,0.5,0.053882239648514976
2.38237442897226,0.6666666666666661,0.051450986888672015
2.38237442897226,0.8333333333333321,0.0500620510405891
2.38237442897226,1.0,0.04971805210471908
2.38237442897226,1.166666666666666,0.05042151851503451
2.38237442897226,1.3333333333333321,0.05217488692535775
2.38237442897226,1.5,0.054980500625828634
2.38237442897226,1.666666666666666,0.05884061148985265
2.38237442897226,1.8333333333333321,0.06375737795109387
2.38237442897226,2.0,0.06973286517679794
2.38237442897226,2.166666666666666,0.07676904467619995
2.38237442897226,2.333333333333332,0.0848677943307071
2.38237442897226,2.5,0.09403089760329326
2.38237442897226,2.666666666666666,0.10426004349159472
2.38237442897226,2.833333333333332,0.11556990353639285
2.38237442897226,3.0,0.1285397143718751
2.38237442897226,3.166666666666666,0.14348465063995985
2.38237442897226,3.333333333333332,0.16041065032435395
2.38237442897226,3.5,0.17932277837500807
2.38237442897226,3.666666666666666,0.20022528935837497
2.38237442897226,3.833333333333332,0.22329013003027207
2.38237442897226,4.0,0.24951585205698432
2.38237442897226,4.166666666666666,0.2790693915582519
2.38237442897226,4.333333333333332,0.31195054648748305
2.38237442897226,4.5,0.3488497645917694
2.38237442897226,4.666666666666666,0.3910886235990661
2.38237442897226,4.833333333333332,0.43905806770269873
2.38237442897226,5.0,0.4950988977165144
2.38237442897226,5.166666666666666,0.5619683576635387
2.38237442897226,5.333333333333332,0.6462485165224462
2.3954643983622175,-0.3333333333333339,0.08264613746032078
2.3954643983622175,-0.16666666666666785,0.07288527538512467
2.3954643983622175,0.0,0.06544527020379969
2.3954643983622175,0.16666666666666607,0.059811271889165595
2.3954643983622175,0.33333333333333215,0.055388223232271244
2.3954643983622175,0.5,0.052003484552210835
2.3954643983622175,0.6666666666666661,0.049659810687260414
2.3954643983622175,0.8333333333333321,0.048359865087563805
2.3954643983622175,1.0,0.048106219640580886
2.3954643983622175,1.166666666666666,0.048901354613547145
2.3954643983622175,1.3333333333333321,0.05074765683021369
2.3954643983622175,1.5,0.053647421821416
2.3954643983622175,1.666666666666666,0.05760285166508255
2.3954643983622175,1.8333333333333321,0.0626160552275005
2.3954643983622175,2.0,0.06868904775592465
2.3954643983622175,2.166666666666666,0.07582375093901074
2.3954643983622175,2.333333333333332,0.08402199200144171
2.3954643983622175,2.5,0.09328550390093943
2.3954643983622175,2.666666666666666,0.10361592478318951
2.3954643983622175,2.833333333333332,0.11505804802668419
2.3954643983622175,3.0,0.12825742275706908
2.3954643983622175,3.166666666666666,0.1434343255691878
2.3954643983622175,3.333333333333332,0.16059437682411545
2.3954643983622175,3.5,0.17974234630430314
2.3954643983622175,3.666666666666666,0.20088215003346335
2.3954643983622175,3.833333333333332,0.22432563789675528
2.3954643983622175,4.0,0.25102815098769105
