position,velocity,cost
2.356194490192345,-10.0,428.711316906664
2.356194490192345,-9.833333333333334,421.7077892292201
2.356194490192345,-9.666666666666666,414.77292562409923
2.356194490192345,-9.5,407.90672417471956
2.356194490192345,-9.333333333333334,401.10918294080255
2.356194490192345,-9.166666666666666,394.3802999593472
2.356194490192345,-9.0,387.7200732456113
2.356194490192345,-8.833333333333334,381.12850079408815
2.356194490192345,-8.666666666666666,374.6055805794921
2.356194490192345,-8.5,368.1513105577421
2.356194490192345,-8.333333333333334,361.7656886669463
2.356194490192345,-8.166666666666666,355.44871282838926
2.356194490192345,-8.0,349.20038094751817
2.356194490192345,-7.833333333333334,343.0206909149296
2.356194490192345,-7.666666666666667,336.9096406073552
2.356194490192345,-7.5,330.8672278886478
2.356194490192345,-7.333333333333334,324.8934506107648
2.356194490192345,-7.166666666666667,318.9883066147509
2.356194490192345,-7.0,313.15179373171935
2.356194490192345,-6.833333333333334,307.38390978382887
2.356194490192345,-6.666666666666667,301.6846525852608
2.356194490192345,-6.5,296.0540199431904
2.356194490192345,-6.333333333333334,290.49200965875696
2.356194490192345,-6.166666666666667,284.9986195280285
2.356194490192345,-6.0,279.5738473429633
2.356194490192345,-5.833333333333334,274.2176908923674
2.356194490192345,-5.666666666666667,268.930147962846
2.356194490192345,-5.5,263.71121633975105
2.356194490192345,-5.333333333333334,258.56089380812364
2.356194490192345,-5.166666666666667,253.47917815362905
2.356194490192345,-5.0,248.46606716348796
2.356194490192345,-4.833333333333334,243.52155862740003
2.356194490192345,-4.666666666666667,238.6456503384611
2.356194490192345,-4.5,233.8383400940747
2.356194490192345,-4.333333333333334,229.099625696855
2.356194490192345,-4.166666666666667,224.42950495552282
2.356194490192345,-4.0,219.8279756857951
2.356194490192345,-3.833333333333334,215.29503571126548
2.356194490192345,-3.666666666666667,210.8306828642765
2.356194490192345,-3.5,206.43491498678463
2.356194490192345,-3.333333333333334,202.10772993121606
2.356194490192345,-3.166666666666667,197.84912556131363
2.356194490192345,-3.0,193.65909975297518
2.356194490192345,-2.833333333333334,189.53765039508258
2.356194490192345,-2.666666666666667,185.48477539032103
2.356194490192345,-2.5,181.50047265598909
2.356194490192345,-2.333333333333334,177.584740124799
2.356194490192345,-2.166666666666667,173.73757574566685
2.356194490192345,-2.0,169.95897748449283
2.356194490192345,-1.833333333333334,166.24894332493082
2.356194490192345,-1.6666666666666679,162.60747126914788
2.356194490192345,-1.5,159.0345593385727
2.356194490192345,-1.333333333333334,155.53020557463424
2.356194490192345,-1.1666666666666679,152.09440803948772
2.356194490192345,-1.0,148.72716481673154
2.356194490192345,-0.8333333333333339,145.42847401211128
2.356194490192345,-0.6666666666666679,142.19833375421368
2.356194490192345,-0.5,139.0367421951482
2.356194490192345,-0.3333333333333339,135.9436975112182
2.356194490192345,-0.16666666666666785,132.91919790357846
2.356194490192345,0.0,129.96324159888343
2.356194490192345,0.16666666666666607,127.07582684992136
2.356194490192345,0.33333333333333215,124.2569519362381
2.356194490192345,0.5,121.50661516474764
2.356194490192345,0.6666666666666661,118.82481487033131
2.356194490192345,0.8333333333333321,116.21154941642423
2.356194490192345,1.0,113.66681719558956
2.356194490192345,1.166666666666666,111.19061663008087
2.356194490192345,1.3333333333333321,108.78294617239078
2.356194490192345,1.5,106.44380430578863
2.356194490192345,1.666666666666666,104.17318954484449
2.356194490192345,1.8333333333333321,101.97110043594067
2.356194490192345,2.0,99.83753555777085
2.356194490192345,2.166666666666666,97.77249352182645
2.356194490192345,2.333333333333332,95.77597297286961
2.356194490192345,2.5,93.84797258939393
2.356194490192345,2.666666666666666,91.98849108407211
2.356194490192345,2.833333333333332,90.19752720419059
2.356194490192345,3.0,88.47507973207125
2.356194490192345,3.166666666666666,86.8211474854802
2.356194490192345,3.333333333333332,85.23572931802327
2.356194490192345,3.5,83.71882411952878
2.356194490192345,3.666666666666666,82.27043081641705
2.356194490192345,3.833333333333332,80.89054837205659
2.356194490192345,4.0,79.57917578710746
2.356194490192345,4.166666666666666,78.33631209985143
2.356194490192345,4.333333333333332,77.16195638650876
2.356194490192345,4.5,76.05610776154174
2.356194490192345,4.666666666666666,75.01876537794561
2.356194490192345,4.833333333333332,74.04992842752532
2.356194490192345,5.0,73.14959614115982
2.356194490192345,5.166666666666666,72.31776778905261
2.356194490192345,5.333333333333332,71.55444268096944
2.356194490192345,5.5,70.85962016646236
2.356194490192345,5.666666666666666,70.23329963508058
2.356194490192345,5.833333333333332,69.67548051656834
2.356194490192345,6.0,69.1861622810489
2.356194490192345,6.166666666666664,68.76534443919581
2.356194490192345,6.333333333333332,68.41302654239061
2.356194490192345,6.5,68.12920818286703
2.356194490192345,6.666666666666664,67.91388899384225
2.356194490192345,6.833333333333332,67.76706864963462
2.356194490192345,7.0,67.68874686576797
2.356194490192345,7.166666666666664,67.67892339906287
2.356194490192345,7.333333333333332,67.73759804771427
2.356194490192345,7.5,67.8647706513559
2.356194490192345,7.666666666666664,68.0604410911115
2.356194490192345,7.833333333333332,68.3246092896325
2.356194490192345,8.0,68.65727521112238
2.356194490192345,8.166666666666664,69.05843886134777
2.356194490192345,8.333333333333332,69.5281002876362
2.356194490192345,8.5,70.06625957886061
2.356194490192345,8.666666666666664,70.67291686541004
2.356194490192345,8.833333333333332,71.34807231914778
2.356194490192345,9.0,72.09172615335534
2.356194490192345,9.166666666666664,72.90387862266368
2.356194490192345,9.333333333333332,73.78453002297094
2.356194490192345,9.5,74.73368069134654
2.356194490192345,9.666666666666664,75.75133100592231
2.356194490192345,9.833333333333332,76.83748138577023
