q1,v1,q2,v2,Costs
3.691371367968007,-2.0,2.827433388230814,1.0,33.02693918355781
3.5342917352885173,-2.0,2.356194490192345,2.0,36.254534900817255
3.2986722862692828,-2.0,3.612831551628262,2.0,45.91835474598101
3.220132469929538,2.0,3.220132469929538,-2.0,62.91620352859898
2.827433388230814,0.0,2.827433388230814,6.0,68.83216492496138
3.848451000647497,-2.0,3.769911184307752,-2.0,45.205550969655405
3.691371367968007,-2.0,2.5132741228718345,0.0,39.16598519699605
2.59181393921158,3.0,2.4347343065320897,-7.0,219.2261706261517
3.141592653589793,-2.0,2.356194490192345,5.0,55.060302764022
2.9845130209103035,3.0,2.5132741228718345,-5.0,148.76785371293388
2.748893571891069,4.0,2.905973204570558,-7.0,277.96330668846247
2.670353755551324,2.0,2.5132741228718345,-4.0,62.95364558467927
3.4557519189487724,0.0,3.220132469929538,4.0,46.63961769819033
2.748893571891069,1.0,2.670353755551324,1.0,8.714842612242654
2.670353755551324,2.0,2.748893571891069,-6.0,98.07785992140936
2.59181393921158,-2.0,2.748893571891069,9.0,231.44945133741527
3.848451000647497,-2.0,3.612831551628262,0.0,31.92299215084665
3.0630528372500483,-1.0,3.220132469929538,5.0,49.39538264790354
3.377212102609028,-2.0,3.377212102609028,3.0,41.90868013029628
2.905973204570558,1.0,3.377212102609028,-2.0,8.30699804133166
3.9269908169872414,-3.0,3.5342917352885173,7.0,165.12507518400065
3.2986722862692828,-3.0,3.2986722862692828,4.0,152.12954924036256
3.5342917352885173,0.0,3.848451000647497,-1.0,0.6337880477407424
2.356194490192345,2.0,2.4347343065320897,3.0,64.87429731141759
2.670353755551324,-2.0,2.59181393921158,8.0,123.82559315849132
3.2986722862692828,-1.0,3.5342917352885173,2.0,9.33842824657274
2.4347343065320897,3.0,2.4347343065320897,-2.0,99.68329548054966
3.2986722862692828,-2.0,2.4347343065320897,1.0,59.02172574054225
3.141592653589793,3.0,2.59181393921158,-4.0,224.5542496162017
3.691371367968007,1.0,3.769911184307752,-3.0,21.644501230424684
3.220132469929538,-1.0,2.59181393921158,4.0,16.635003651259726
3.377212102609028,1.0,3.691371367968007,-5.0,29.38857813988659
3.769911184307752,-1.0,2.827433388230814,4.0,20.026899369342868
3.691371367968007,1.0,2.9845130209103035,-6.0,197.0755148521392
3.220132469929538,2.0,3.4557519189487724,-4.0,59.59965365163826
3.2986722862692828,-1.0,3.0630528372500483,1.0,7.811157244819696
3.141592653589793,-1.0,3.5342917352885173,-1.0,9.220350781757466
2.5132741228718345,-1.0,2.59181393921158,8.0,122.25318734595562
3.141592653589793,1.0,3.5342917352885173,-7.0,85.79138716311245
3.141592653589793,0.0,3.220132469929538,-5.0,51.65642018088591
2.59181393921158,3.0,3.377212102609028,-4.0,108.62083718105023
3.377212102609028,1.0,2.670353755551324,1.0,14.514050441753168
2.9845130209103035,2.0,3.4557519189487724,-5.0,48.72846254352578
3.612831551628262,0.0,2.748893571891069,-1.0,1.1415891807606726
3.141592653589793,0.0,2.905973204570558,-2.0,4.510289568097279
2.5132741228718345,2.0,3.4557519189487724,-1.0,31.725641403422287
2.356194490192345,4.0,3.691371367968007,-4.0,276.71746250288135
2.59181393921158,0.0,3.141592653589793,-1.0,1.5400457362329083
2.356194490192345,2.0,2.670353755551324,1.0,34.30029734426866
2.9845130209103035,1.0,3.141592653589793,-3.0,12.721247608954709
3.9269908169872414,-4.0,3.2986722862692828,5.0,222.1770909001909
2.9845130209103035,-1.0,3.2986722862692828,2.0,9.23259797707854
3.691371367968007,-4.0,3.769911184307752,6.0,251.09490927250525
2.905973204570558,-2.0,2.4347343065320897,4.0,79.72626068489089
2.5132741228718345,1.0,3.9269908169872414,0.0,8.301647454112581
3.377212102609028,-2.0,3.141592653589793,9.0,229.4769328718168
3.848451000647497,-2.0,3.5342917352885173,2.0,31.515075228709108
2.356194490192345,3.0,2.9845130209103035,-1.0,102.47247702443194
2.748893571891069,0.0,3.0630528372500483,0.0,0.4101645195887462
2.4347343065320897,0.0,2.905973204570558,2.0,3.306496340263588
2.905973204570558,-2.0,3.0630528372500483,9.0,227.1626258609292
