Positions_q1,Positions_q2
2.356194490192345,3.906673642242338
2.356194490192345,3.8848054995110433
2.356211236909966,3.861556491699519
2.3562613791332074,3.8371092494888144
2.3563614629122536,3.811658981900191
2.356527926414641,3.7854133567703925
2.356777094226037,3.7585922009935837
2.3571251709141445,3.7314270158900045
2.357588233717506,3.7041603102524925
2.3581822242742536,3.677044763227783
2.3589229393674795,3.650342241665478
2.3598260207324757,3.6243227120949597
2.360906944044387,3.599263105611952
2.3621810072798897,3.5754462134099314
2.3636633187199,3.553159709574883
2.3653687849282616,3.5326954133981525
2.367312099100356,3.5143489129350503
2.369507730222928,3.498419672269987
2.3719699135207772,3.485211735109923
2.3747126426880243,3.475035116829769
2.377749664414598,3.4682079481462873
2.3810944757283803,3.465059400261712
2.384760324688551,3.465933390605841
2.388760214997165,3.471193049655722
2.39310691515665,3.4812259334227207
2.3978129729046094,3.496450007475339
2.4028907358187013,3.5173205245782557
2.4083523792186377,3.544338087926503
2.4142099428146593,3.5780584632747785
2.420475377980379,3.619105106781449
2.427160608085491,3.6681859501481346
2.4342776050441883,3.72611678778637
2.4418384861745595,3.7887322535224093
2.449855636718385,3.7665296524859273
2.4583420061515504,3.7494410201663477
2.467313185265584,3.7407211174640835
2.4767844559093692,3.764787632340374
2.486768803475518,3.7866221724403375
2.497260414512827,3.806397153505975
2.5082536586624107,3.824276237748359
2.519743049544097,3.840384418760147
2.5317232038134456,3.8548519947352813
2.5441888200123164,3.867790738889335
2.557134650127868,3.8793075544824798
2.57055547917768,3.889500427306697
2.584446104513239,3.898459785756321
2.59880131770778,3.906269704154971
2.6136158887158483,3.9130089769300413
2.6288845520436883,3.9187520857934417
2.644601994712041,3.9235700773824873
